dataset;BPRMF.AUC.SoftMarginRankingMF.AUC;BPRMF.MRR.MostPopular.MRR;BPRMF.MRR.WRMF.MRR;BPRMF.NDCG.MostPopular.NDCG;BPRMF.NDCG.SoftMarginRankingMF.NDCG;MostPopular.AUC.SoftMarginRankingMF.AUC;MostPopular.MRR.SoftMarginRankingMF.MRR;MostPopular.NDCG.SoftMarginRankingMF.NDCG;SoftMarginRankingMF.AUC.WRMF.AUC;SoftMarginRankingMF.MAP.WRMF.MAP;SoftMarginRankingMF.MAP.WeightedBPRMF.MAP;SoftMarginRankingMF.NDCG.WRMF.NDCG;SoftMarginRankingMF.NDCG.WeightedBPRMF.NDCG;WRMF.AUC.WeightedBPRMF.AUC;WRMF.MAP.WeightedBPRMF.MAP;WRMF.NDCG.WeightedBPRMF.NDCG
yelp.csv;0.0107989661477961;-0.143151053164734;-0.211280160150249;-0.0598448289500938;-0.121132485706923;0.0587134121117888;0.061090169157117;-0.0529229720342728;-0.330474293734722;-0.224708864716924;-0.180122625972166;-0.130151039421364;-0.10410209525084;-0.151537219947692;-0.1290695768422;-0.0553604641608206
movietweetings_recsys2014.csv;0.0520117170416894;0.00991693527480182;0;-0.0263296634462412;0.0260577742353266;0.0700251083275152;-0.162794048794348;0.0340096404554634;0;0;-0.107457520792869;0;-0.0270475744498784;0;0;0
amazon-apps.csv;-0.0549373572482594;0.018221410439528;-0.0279364288033459;-0.0157892507085925;0.0738940746714822;-0.0219104049902326;-0.0739654006244681;0.0621597606277885;0.171989646897923;0.0447023376284964;0.179467889396687;0.0738709375801663;0.178035872520963;0.339531436713746;0.206099558057325;0.157705769612117
amazon-cd.csv;0.0829014727983828;-0.0461925849767948;-0.132663489350823;-0.0266521724473491;-0.180137864814969;0.0860867888587854;0.0942683202534902;-0.122075462936018;-0.0536460935312885;-0.144245177389138;-0.155541225404681;0.0423347174214273;-0.0408601768684874;-0.117323315398288;-0.151880043218492;-0.127079242418009
amazon-food.csv;0.0185898037532203;0.018372017368826;0.0573456632181797;-0.017706295420825;0.15312057007987;0.0368703351940749;0.0628696633529786;0.12353894635548;0.167054596588978;0.0495819632709072;0.0316410582638056;0.0883529737563582;0.0616140860642699;0.00294894744155952;-0.000969343787877713;-0.0220873364541709
amazon-tools.csv;0.130778088523307;0.017744213844936;0.153532021147131;-0.0158126034352108;-0.00507306405176653;0.11589765199385;0.167630800095068;0.00250021050217835;0.12426742468035;0.0318567118530262;0.0913644021393216;0.120783809892375;0.0489350911965854;0.0503818214660308;0.0990467530159663;-0.069213295653712
yahoo-music.csv;0.335118740686722;-0.178367722785118;-0.249311512375391;-0.0848774517678112;0.205260292680526;0.181894711478909;0.106000399952726;0.217646553216621;-0.434873324500714;-0.296558035793154;-0.224431333544441;-0.407456766127742;-0.27898786137745;-0.203673609081421;-0.198925897307102;-0.041887460466747
amazon-office.csv;0.121691433619029;0.0224984012942805;0.238108422988331;-0.0110534416435359;-0.0311475811909838;0.0964720424758963;0.0281875625917136;-0.0207400390841963;0.206018602516513;0.250750140091356;0.167346851470413;0.175019409277952;0.067040879356954;0.0313364898469263;0.00777326933142731;-0.0910479681857115
bookcrossing.csv;-0.0586278629915281;-0.0306976750670495;-0.0521760463352482;-0.0494404491580178;-0.11296169431079;0.0475635098914894;-0.140321768714085;-0.0543916011476457;-0.112977884439791;0.124405919132101;-0.0762259875398019;0.0459523942591338;-0.00852377767618451;-0.143316866551783;-0.182457355832774;-0.0830207957901893
amazon-health.csv;0.0989566177406981;0.0155834206061412;0.159280206145336;-0.0156714350061351;0.0815261681350766;0.0875672745682696;0.248068360239508;0.0678368750412408;0.179890674447503;-0.00283887068921406;0.0461664252016523;0.130652400231818;0.0632385550930519;0.103986626580095;0.0716242042235205;-0.0583948329685716
amazon-toys.csv;0.101230430963274;0.0216560144376993;0.256340988515898;-0.0176640542717574;0.0726161987416406;0.101480164529073;0.125724317321034;0.0626330621588595;0.0811902947798067;0.153391178810256;0.0307281806482377;0.133636874938908;0.0491529664554015;0.0282260486972441;-0.0745994727614619;-0.0800814676690886
amazon-beauty.csv;0.0901388777896776;0.0192946089622651;0.0886928614320524;-0.0182476210856065;0.0574710615068345;0.0882451891589989;0.272531289778171;0.0516274598035924;0.0626568077057892;-0.0662589317965326;0.00827607869929073;0.0727186915405113;0.0291018224315561;0.00814686453374547;0.0882209617201066;-0.0535108472171246
amazon-digital-music.csv;0.178034068612439;0.0161132016039397;0.00837943434060599;-0.0125999490759246;-0.00392548328325821;0.138707300942073;-0.0580872350311248;0.000960416058882137;-0.0223197677248576;0.0796029658257155;-0.0010317975106413;0.068659936545805;0.0356652997100173;0.0204871829747733;-0.0667744172684285;-0.0403263107668665
jester2.csv;-0.215213341361494;-0.00606612749009922;-0.0894940150696112;-0.121094076993696;-0.293921389228834;-0.0784125636601122;-0.273107721230523;-0.14136002257354;-0.121957491200239;0.177421099315471;0;0.0243104809934462;0;0;0;0
