dataset;BPRMF.AUC.SoftMarginRankingMF.AUC;BPRMF.MRR.MostPopular.MRR;BPRMF.MRR.WRMF.MRR;BPRMF.NDCG.MostPopular.NDCG;BPRMF.NDCG.SoftMarginRankingMF.NDCG;MostPopular.AUC.SoftMarginRankingMF.AUC;MostPopular.MRR.SoftMarginRankingMF.MRR;MostPopular.NDCG.SoftMarginRankingMF.NDCG;SoftMarginRankingMF.AUC.WRMF.AUC;SoftMarginRankingMF.MAP.WRMF.MAP;SoftMarginRankingMF.MAP.WeightedBPRMF.MAP;SoftMarginRankingMF.NDCG.WRMF.NDCG;SoftMarginRankingMF.NDCG.WeightedBPRMF.NDCG;WRMF.AUC.WeightedBPRMF.AUC;WRMF.MAP.WeightedBPRMF.MAP;WRMF.NDCG.WeightedBPRMF.NDCG
amazon-kindle.csv;-0.0114245994313959;0.000380206452280691;0.147033570956574;-0.0256269598546342;0.184799040670698;0.0281678365795107;0.191888992489434;0.153790290065439;0.0715920996914509;0.0221583196875773;-0.0370666540107711;0.0991625938987605;0.00959588312273733;-0.102717633009919;-0.0751861164368516;-0.10471769592193
amazon-sports.csv;0.118867345742134;-0.0030871302413421;0.101327352271106;-0.0243250926230513;-0.0312578972472606;0.124277290564346;0.300924395016399;-0.010940528220832;0.0420377128295099;-0.0601874549236642;0.0694552920615618;0.092665898743826;0.0378989147059349;0.0769410203552158;0.188358341498811;-0.0593932901799073
amazon-phones.csv;0.12833189535442;0.0162951058671107;0.110524940863035;-0.011441904289488;0.146757066607213;0.0972852495889416;0.248401774964125;0.113820847486069;0.18006879242298;-0.0517811702784153;0.312765698462315;0.097427889010356;0.107559857973768;0.290658559518681;0.59618674615377;0.0335627228748156
amazon-instruments.csv;0.151869811155925;-0.00584871418595266;0.24140494813132;-0.036905025600829;0.130856175568104;0.131409986646034;-0.028263474007738;0.121785789197195;0.0825068192296981;0.328677658109919;0.204985664340352;0.157366074077315;0.111805235666986;0.0979430480381088;-0.00282223534235675;-0.0169236724254165
movielens20m.csv;-0.247813807771775;-0.00033142665262843;-0.203378278078973;-0.00505783536915103;0.108494285434958;-0.162310457688952;-0.0377401943964101;0.0800154507077269;-0.128709388615835;-0.278801311916297;-0.196895712299346;-0.302261721054026;-0.155218204830991;-0.207030245968095;-0.100272154674567;0.0746088968983439
amazon-garden.csv;0.161615536028103;0.0183489975367088;0.190669450836422;-0.0151107709417105;-0.0219046722274753;0.129688854917374;0.0782563653760328;-0.0107432641270604;0.126813692178615;0.135803706734998;0.090126294344856;0.14402395442545;0.0510190588625728;0.0197051451070797;0.00392065946498473;-0.0864262657644248
jester3.csv;-0.359568667341748;0.00872739504693643;-0.0836003721026148;-0.0768245827102069;-0.111447397705263;-0.191612284112041;-0.249805232665883;-0.0327886511872842;-0.0346166118659752;0.173417415275169;0.329322484755611;-0.00709384947322493;0.602438941423546;0.303873933581815;0.235268321747311;0.906697518479895
flixter.csv;-0.274517076169191;-0.468254084784914;-0.262294899915509;-0.134841581707511;-0.0633517653382962;-0.24850693932755;-0.0289261320983441;0.0493499383350738;-0.0528479659647697;-0.182874020437092;-0.167593520506122;-0.224717398393253;-0.134377234214422;-0.226148297090375;-0.143534121843452;0.0051355819693445
movielens10m.csv;-0.223677356932285;0.0264914238572405;-0.202821578496328;0.0495249806497475;0.0802620482411842;-0.17086515967393;-0.098529374454638;0.0177114204580115;-0.141133907302443;-0.25815549564792;-0.193424014440576;-0.290920073360947;-0.158120766766378;-0.208243245566838;-0.125061747685044;0.0510334233982509
jester1.csv;-0.178693979698639;-0.0128013509432804;-0.0902445434703165;-0.131831408953839;-0.293233267537958;-0.0513822509090696;-0.273573859992545;-0.132959592462327;-0.134923414927563;0.173341704030151;0;0.0229685418013199;0;0;0;0
amazon-clothes.csv;0.150376647467342;0.00664591359291341;0.0323846382745835;-0.0145531721224298;-0.159340035642929;0.133465831800238;0.165279158080268;-0.114983492623262;0.0874243687067784;-0.0713669657135923;0.0738669882333774;0.115776337837596;0.0268650625158029;0.0254198577686807;0.215348995463;-0.0951295387419274
amazon-automotive.csv;0.118779238115379;-0.0234551491065844;0.169051861610104;-0.035160452775451;0.0425527953470927;0.119206869783297;0.0924683887916781;0.0532892497750996;0.0923996436283095;0.111102793450202;0.0576754099150817;0.119505133571247;0.0511649123430407;0.0248373002162457;-0.0161657657504236;-0.0650345809008338
amazon-instant-video.csv;0.0265220341106747;0.0227318094565432;0.190817873319008;-0.015146839639723;0.315166647090106;0.0276990185100697;-0.0231381098720988;0.24396661027714;0.396565648377488;0.246659985931633;0.29483700974455;0.207281410346657;0.23959462161574;0.387964145850739;0.132263423843418;0.103076513410347
movietweetings_latest.csv;0.0455131765860389;-0.0454914920195302;-0.187385029109614;-0.0715727068464121;-0.000420153036705959;0.0758123632991213;-0.105430436229447;0.0485831335216764;-0.201000876611588;-0.151771365094746;-0.165874449114011;-0.176648605605893;-0.110390644615004;-0.15505150274775;-0.169416972442502;-0.0114922511902639
amazon-home.csv;0.116856630927882;0.00716924931436889;0.187809839283813;-0.0138451843074822;-0.0879865699850713;0.10405703535829;0.171798796556834;-0.0615971371314718;0.144846901272627;0.0665377420536211;0.177482075588568;0.148873272436689;0.0645021198436425;0.16147874012152;0.176210748521231;-0.0724946045405478
amazon-movies.csv;0.0570381283222401;-0.0452632414399352;-0.264157963323903;-0.064014342805433;-0.181329804803558;0.0926346122580314;-0.175165436966389;-0.0959748828485083;-0.0813913488390622;-0.225163491264172;-0.217241319853575;-0.249387928675295;-0.227938260822215;-0.133670172912021;-0.249810205903712;-0.147862457203391
amazon-pet-supplies.csv;0.111860640760854;-0.000367104711181462;-0.0234933073705462;-0.0241845562561918;-0.0392151246789265;0.10195984198895;0.00870953874993339;-0.0170740605863273;0.0606471507542501;-0.0150171918026949;0.0642114205192726;0.0737706918509557;0.0752759320777444;0.184150055056932;0.114275320863937;0.011333480091308
amazon-baby.csv;0.111405951506494;0;0.103368866014015;0;-0.00602573900807346;0;0;0;0.0689262744160087;0.0987570531747348;0.0935445447159883;0.108146218212416;0.0656280142720316;0.117768164106549;0.0371137299783004;-0.034904454043416
yahoo-movies.csv;-0.0395447237681531;0.0255340325912642;-0.142875215858035;-0.0226087200171099;0.427555789923347;-0.0253993440079252;-0.0880443871036355;0.335215600629043;-0.25662167977349;-0.149311573220082;-0.159250786755252;-0.280634226943148;-0.132714136489454;-0.153083196949106;-0.155933775312618;0.088520859109687
movielens_latest.csv;-0.259441771517358;-0.0416581753980208;-0.214594456526309;-0.0516230551550573;0.0710662413053531;-0.16356238907551;-0.00427558135213966;0.087795047614038;-0.100787329881155;-0.291707339075727;-0.205654402596546;-0.305521680413802;-0.167964481329885;-0.213378152988487;-0.113424825781006;0.0523564729585922
movielens100k.csv;-0.161794612987497;0.58558224565379;-0.115736859541563;0.775052906331579;-0.171740433431043;-0.565071357561459;-0.322130186334709;-0.579600241338387;-0.174282600315553;0.0601268537037885;-0.112195662437288;-0.0509047760056666;-0.0489602757618839;-0.192079188887666;-0.200822689141658;-0.0495668336289646
movielens1m.csv;-0.241484792601886;0.499678566158783;-0.131270967972363;0.546098793294301;-0.106375024360671;-0.423922627135038;-0.278209206957179;-0.424105676477159;-0.113725481322738;-0.0560849954159938;-0.114510817087227;-0.0884630979965172;-0.0475270308358117;-0.198503236628081;-0.140602487667578;-0.00629843527688558
tripadvisor.csv;-0.257426365851219;-0.346580781772704;0;-0.088337590546941;-0.361832291037363;-0.239641479916829;-0.101554886947441;-0.217479585617534;0;0;-0.257214603691515;0;-0.444704504663051;0;0;0
amazon-games.csv;0.0648790619187074;0.0206286453795138;0.248642184503226;-0.0148816043421851;0.206303508389304;0.0674089772337185;0.0989643810066369;0.161500908109204;0.149392309427204;0.198536707096237;0.248468665055887;0.150900520820389;0.111303898699592;0.129970495751836;0.126018171116998;-0.0117771372337797
